drug,target
Resveratrol,SOX9
Resveratrol,SP1
Resveratrol,SP100
Resveratrol,SP3
Resveratrol,SP4
Resveratrol,SPARC
Resveratrol,SPHK1
Resveratrol,SPP1
Resveratrol,SPTAN1
Resveratrol,SQSTM1
Resveratrol,SRC
Resveratrol,SREBF1
Resveratrol,SREBF2
Resveratrol,SRPK1
Resveratrol,STAR
Resveratrol,STAT1
Resveratrol,STAT3
Resveratrol,STAT6
Resveratrol,STIP1
Resveratrol,STK11
Resveratrol,STMN1
Resveratrol,SULT1A1
Resveratrol,SULT1A2
Resveratrol,SULT1A3
Resveratrol,SULT1C2
Resveratrol,SULT1E1
Resveratrol,SULT4A1
Resveratrol,SUMO1
Resveratrol,SURF1
Resveratrol,SYK
Resveratrol,SYP
Resveratrol,T
Resveratrol,TALDO1
Resveratrol,TBK1
Resveratrol,TCF4
Resveratrol,TCF7L2
Resveratrol,TERF1
Resveratrol,TF
Resveratrol,TFAP2A
Resveratrol,TFAP2C
Resveratrol,TFRC
Resveratrol,TGFA
Resveratrol,TGFB1
Resveratrol,TGFBR1
Resveratrol,TGFBR2
Resveratrol,TH
Resveratrol,TICAM1
Resveratrol,TIMM23
Resveratrol,TIMP1
Resveratrol,TLR2
Resveratrol,TLR4
Resveratrol,TLR5
Resveratrol,TNF
Resveratrol,TNFRSF10A
Resveratrol,TNFRSF10B
Resveratrol,TNFRSF11A
Resveratrol,TNFRSF11B
Resveratrol,TNFRSF1A
Resveratrol,TNFRSF1B
Resveratrol,TNFSF10
Resveratrol,TNFSF11
Resveratrol,TNMD
Resveratrol,TNS1
Resveratrol,TOP2A
Resveratrol,TP53
Resveratrol,TP53BP2
Resveratrol,TP63
Resveratrol,TP73
Resveratrol,TPI1
Resveratrol,TPT1
Resveratrol,TRAF2
Resveratrol,TRAF6
Resveratrol,TRIM28
Resveratrol,TRPC5
Resveratrol,TRPC6
Resveratrol,TSC2
Resveratrol,TSHB
Resveratrol,TSHR
Resveratrol,TXN
Resveratrol,TXNIP
Resveratrol,TXNRD1
Resveratrol,TYR
Resveratrol,UBE2L3
Resveratrol,UBE4A
Resveratrol,UCP1
Resveratrol,UCP2
Resveratrol,UCP3
Resveratrol,UGT1A1
Resveratrol,UGT1A10
Resveratrol,UGT1A3
Resveratrol,UGT1A7
Resveratrol,UGT1A8
Resveratrol,UGT1A9
Resveratrol,UGT2B7
Resveratrol,UHRF1
Resveratrol,ULBP1
Resveratrol,ULBP2
Resveratrol,ULBP3
Resveratrol,UQCRC1
Resveratrol,UQCRC2
Resveratrol,VAPA
Resveratrol,VASP
Resveratrol,VCAM1
Resveratrol,VCL
Resveratrol,VDAC1
Resveratrol,VDR
Resveratrol,VEGFA
Resveratrol,VEGFB
Resveratrol,VIM
Resveratrol,WEE1
Resveratrol,WNT2
Resveratrol,WNT3A
Resveratrol,WNT5A
Resveratrol,WRN
Resveratrol,XIAP
Resveratrol,XRCC1
Resveratrol,ZEB1
Resveratrol,ZMPSTE24
Rifampicin,ABCB11
Rifampicin,ABCC1
Rifampicin,ABCC2
Rifampicin,ABCC3
Rifampicin,ABCC5
Rifampicin,CYP2A6
Rifampicin,CYP2B6
Rifampicin,CYP2E1
Rifampicin,CYP3A43
Rifampicin,CYP3A5
Rifampicin,CYP3A7
Rifampicin,CYP4A11
Rifampicin,NR1I2
Rifampicin,SLC22A7
Rifampicin,SLCO1A2
Rifampicin,SLCO1B1
Rifampicin,SLCO1B3
Rifampicin,SLCO2B1
Rifampicin,UGT1A1
Rifapentine,AADAC
Rifapentine,ABCB11
Rimonabant,ADIPOQ
Rimonabant,AKT1
Rimonabant,APOB
Rimonabant,AURKB
Rimonabant,CARTPT
Rimonabant,CCNB1
Rimonabant,CCND1
Rimonabant,CDKN1B
Rimonabant,CHEK1
Rimonabant,CNR1
Rimonabant,CREB1
Rimonabant,FOS
Rimonabant,FOSB
Rimonabant,FOSL1
Rimonabant,FOSL2
Rimonabant,GFAP
Rimonabant,GPR55
Rimonabant,ICAM1
Rimonabant,IFNG
Rimonabant,IL1B
Rimonabant,INS
Rimonabant,LEP
Rimonabant,LHB
Rimonabant,MAPK1
Rimonabant,MAPK3
Rimonabant,MAPK8
Rimonabant,MGLL
Rimonabant,NOS2
Rimonabant,PARP1
Rimonabant,PRL
Rimonabant,RAF1
Rimonabant,RELA
Rimonabant,SERPINE1
Rimonabant,SRC
Rimonabant,STAT3
Rimonabant,TH
Rimonabant,TRPV1
Rimonabant,VCAM1
Rimonabant,VEGFA
Roflumilast,CCL2
Roflumilast,CCL3
Roflumilast,CCL4
Roflumilast,CXCL10
Roflumilast,PDE3A
Roflumilast,PDE3B
Roflumilast,PDE4A
Roflumilast,PDE4B
Roflumilast,PDE4C
Roflumilast,PDE4D
Roflumilast,PDE7A
Roflumilast,PDE8B
Roflumilast,TNF
Rosiglitazone,ABCA1
Rosiglitazone,ABCB11
Rosiglitazone,ABCC2
Rosiglitazone,ABCC9
Rosiglitazone,ABCG1
Rosiglitazone,ACAA2
Rosiglitazone,ACADL
Rosiglitazone,ACADVL
Rosiglitazone,ACO2
Rosiglitazone,ACOT7
Rosiglitazone,ACOX1
Rosiglitazone,ACTA2
Rosiglitazone,ADIPOQ
Rosiglitazone,ADIPOR1
Rosiglitazone,ADIPOR2
Rosiglitazone,ADRB3
Rosiglitazone,AGPS
Rosiglitazone,AGT
Rosiglitazone,AGTR1
Rosiglitazone,AGTR2
Rosiglitazone,AKT1
Rosiglitazone,ALDH9A1
Rosiglitazone,ANXA1
Rosiglitazone,ANXA2
Rosiglitazone,APC2
Rosiglitazone,APOB
Rosiglitazone,APOE
Rosiglitazone,APP
Rosiglitazone,AQP2
Rosiglitazone,AQP8
Rosiglitazone,ARG1
Rosiglitazone,ATP2A2
Rosiglitazone,ATP5J
Rosiglitazone,BAX
Rosiglitazone,BCL2
Rosiglitazone,BECN1
Rosiglitazone,BGLAP
Rosiglitazone,CA1
Rosiglitazone,CA2
Rosiglitazone,CASP3
Rosiglitazone,CASP9
Rosiglitazone,CAT
Rosiglitazone,CAV1
Rosiglitazone,CAV2
Rosiglitazone,CCL11
Rosiglitazone,CCL2
Rosiglitazone,CCL5
Rosiglitazone,CCNA2
Rosiglitazone,CCNB1
Rosiglitazone,CCND1
Rosiglitazone,CCND2
Rosiglitazone,CCND3
Rosiglitazone,CCNE1
Rosiglitazone,CCR7
Rosiglitazone,CD1A
Rosiglitazone,CD36
Rosiglitazone,CD40
Rosiglitazone,CD80
Rosiglitazone,CD86
Rosiglitazone,CDH1
Rosiglitazone,CDK2
Rosiglitazone,CDK4
Rosiglitazone,CDKN1A
Rosiglitazone,CDKN1B
Rosiglitazone,CFLAR
Rosiglitazone,CGB
Rosiglitazone,CHRNA4
Rosiglitazone,COL6A1
Rosiglitazone,COL6A2
Rosiglitazone,COX1
Rosiglitazone,CPT1B
Rosiglitazone,CPT2
Rosiglitazone,CREB1
Rosiglitazone,CRP
Rosiglitazone,CRYAB
Rosiglitazone,CSN2
Rosiglitazone,CTGF
Rosiglitazone,CTNNB1
Rosiglitazone,CX3CL1
Rosiglitazone,CX3CR1
Rosiglitazone,CXCL12
Rosiglitazone,CXCL8
Rosiglitazone,CYB5A
Rosiglitazone,CYBA
Rosiglitazone,CYP17A1
Rosiglitazone,CYP2B6
Rosiglitazone,CYP2C8
Rosiglitazone,CYP2D6
Rosiglitazone,CYP3A4
Rosiglitazone,DECR1
Rosiglitazone,DLD
Rosiglitazone,ECE1
Rosiglitazone,ECI1
Rosiglitazone,EDN1
Rosiglitazone,EDNRA
Rosiglitazone,EDNRB
Rosiglitazone,EGF
Rosiglitazone,EGFR
Rosiglitazone,EGLN1
Rosiglitazone,EGLN2
Rosiglitazone,EGLN3
Rosiglitazone,EIF4EBP1
Rosiglitazone,EIF5A
Rosiglitazone,ENO1
Rosiglitazone,ENO3
Rosiglitazone,ESR2
Rosiglitazone,ETFA
Rosiglitazone,ETFB
Rosiglitazone,ETFDH
Rosiglitazone,F2
Rosiglitazone,FABP4
Rosiglitazone,FABP5
Rosiglitazone,FGG
Rosiglitazone,FLNA
Rosiglitazone,FN1
Rosiglitazone,FOXA2
Rosiglitazone,FOXO1
Rosiglitazone,FTL
Rosiglitazone,G6PC
Rosiglitazone,GAPDH
Rosiglitazone,GATA3
Rosiglitazone,GCK
Rosiglitazone,GDF15
Rosiglitazone,GFAP
Rosiglitazone,GNB1
Rosiglitazone,GNB3
Rosiglitazone,GOT2
Rosiglitazone,GSK3B
Rosiglitazone,GSN
Rosiglitazone,GSTA2
Rosiglitazone,GSTP1
Rosiglitazone,GYS2
Rosiglitazone,HMOX1
Rosiglitazone,HPGD
Rosiglitazone,HPGDS
Rosiglitazone,HSD11B1
Rosiglitazone,HSD17B12
Rosiglitazone,HSD3B2
Rosiglitazone,HSP90B1
Rosiglitazone,HSPA5
Rosiglitazone,HSPB1
Rosiglitazone,HSPD1
Rosiglitazone,IAPP
Rosiglitazone,ICAM1
Rosiglitazone,ICAM3
Rosiglitazone,IFNG
Rosiglitazone,IGF1
Rosiglitazone,IGF1R
Rosiglitazone,IGF2R
Rosiglitazone,IGKC
Rosiglitazone,IKBKB
Rosiglitazone,IL10
Rosiglitazone,IL12A
Rosiglitazone,IL12B
Rosiglitazone,IL13
Rosiglitazone,IL18
Rosiglitazone,IL1B
Rosiglitazone,IL4
Rosiglitazone,IL5
Rosiglitazone,IL6
Rosiglitazone,INS
Rosiglitazone,INSR
Rosiglitazone,IRS2
Rosiglitazone,ITGA2B
Rosiglitazone,ITGA5
Rosiglitazone,ITGB1
Rosiglitazone,ITGB3
Rosiglitazone,KEAP1
Rosiglitazone,KLF2
Rosiglitazone,LAMB2
Rosiglitazone,LAMP1
Rosiglitazone,LASP1
Rosiglitazone,LDHB
Rosiglitazone,LEP
Rosiglitazone,LGALS1
Rosiglitazone,LIPE
Rosiglitazone,LMNA
Rosiglitazone,LPIN1
Rosiglitazone,LPL
Rosiglitazone,LRP1
Rosiglitazone,MAP2K1
Rosiglitazone,MAP2K2
Rosiglitazone,MAPK1
Rosiglitazone,MAPK3
Rosiglitazone,MDH2
Rosiglitazone,MKI67
Rosiglitazone,MMP2
Rosiglitazone,MMP9
Rosiglitazone,MPO
Rosiglitazone,MSN
Rosiglitazone,MTOR
Rosiglitazone,MUC5AC
Rosiglitazone,MYC
Rosiglitazone,MYH9
Rosiglitazone,NAMPT
Rosiglitazone,NCF1
Rosiglitazone,NCF2
Rosiglitazone,NCOA1
Rosiglitazone,NEUROD1
Rosiglitazone,NFATC2
Rosiglitazone,NFE2L2
Rosiglitazone,NFKBIA
Rosiglitazone,NID1
Rosiglitazone,NOS2
Rosiglitazone,NOS3
Rosiglitazone,NQO1
Rosiglitazone,NR1H3
Rosiglitazone,NR3C1
Rosiglitazone,P4HB
Rosiglitazone,PCK1
Rosiglitazone,PCK2
Rosiglitazone,PCNA
Rosiglitazone,PDGFRB
Rosiglitazone,PDIA3
Rosiglitazone,PDX1
Rosiglitazone,PFKM
Rosiglitazone,PKLR
Rosiglitazone,PLIN1
Rosiglitazone,PLIN2
Rosiglitazone,PNPLA2
Rosiglitazone,PPARA
Rosiglitazone,PPARD
Rosiglitazone,PPARG
Rosiglitazone,PPARGC1A
Rosiglitazone,PRDX2
Rosiglitazone,PRKAA1
Rosiglitazone,PRKCA
Rosiglitazone,PRKCB
Rosiglitazone,PTEN
Rosiglitazone,PTGS2
Rosiglitazone,PTK2
Rosiglitazone,PTRF
Rosiglitazone,PYGM
Rosiglitazone,RAC1
Rosiglitazone,RB1
Rosiglitazone,RDH10
Rosiglitazone,RELA
Rosiglitazone,RETN
Rosiglitazone,RHOA
Rosiglitazone,RPS27A
Rosiglitazone,RPS6
Rosiglitazone,RPS6KB1
Rosiglitazone,RXRA
Rosiglitazone,RXRB
Rosiglitazone,RXRG
Rosiglitazone,SCARB1
Rosiglitazone,SCD
Rosiglitazone,SCP2
Rosiglitazone,SDHA
Rosiglitazone,SELE
Rosiglitazone,SERPINE1
Rosiglitazone,SFTPB
Rosiglitazone,SIRT1
Rosiglitazone,SLC12A1
Rosiglitazone,SLC12A2
Rosiglitazone,SLC15A1
Rosiglitazone,SLC2A2
Rosiglitazone,SLC2A3
Rosiglitazone,SLC2A4
Rosiglitazone,SLCO1B1
Rosiglitazone,SLCO1B3
Rosiglitazone,SLCO2B1
Rosiglitazone,SMAD2
Rosiglitazone,SOCS3
Rosiglitazone,SOD1
Rosiglitazone,SOD2
Rosiglitazone,SP1
Rosiglitazone,SPTAN1
Rosiglitazone,SREBF1
Rosiglitazone,STAT1
Rosiglitazone,STAT3
Rosiglitazone,STK11
Rosiglitazone,TAZ
Rosiglitazone,TBXA2R
Rosiglitazone,TF
Rosiglitazone,TFAM
Rosiglitazone,TGFB1
Rosiglitazone,TH
Rosiglitazone,TLR2
Rosiglitazone,TLR4
Rosiglitazone,TNF
Rosiglitazone,TNFRSF10B
Rosiglitazone,TNFRSF11A
Rosiglitazone,TNFSF11
Rosiglitazone,TNNI3
Rosiglitazone,TP53
Rosiglitazone,TPM3
Rosiglitazone,TPM4
Rosiglitazone,TRPM6
Rosiglitazone,TSC2
Rosiglitazone,TUBB1
Rosiglitazone,UBB
Rosiglitazone,UCP1
Rosiglitazone,UCP2
Rosiglitazone,VCAM1
Rosiglitazone,VDAC2
Rosiglitazone,VEGFA
Rosiglitazone,VIM
Rosiglitazone,VLDLR
Rosiglitazone,XBP1
Secnidazole,CYP3A4
Secnidazole,CYP3A5
Secnidazole,CYP2C19
Sertaconazole,CYP51A1
Silymarin,ABCB11
Silymarin,ABCC1
Silymarin,ABCC4
Silymarin,ABCC5
Silymarin,ABCG2
Silymarin,ACHE
Silymarin,ACTA2
Silymarin,AHR
Silymarin,ALB
Silymarin,AR
Silymarin,BAX
Silymarin,BCL2
Silymarin,BCL2L1
Silymarin,CASP3
Silymarin,CASP8
Silymarin,CASP9
Silymarin,CAT
Silymarin,CCL2
Silymarin,CCL5
Silymarin,CCND1
Silymarin,CFLAR
Silymarin,CSF2
Silymarin,CSF3
Silymarin,CXCL8
Silymarin,CYP1A2
Silymarin,CYP2E1
Silymarin,ESR1
Silymarin,ESR2
Silymarin,GSR
Silymarin,GSTA4
Silymarin,HMOX1
Silymarin,IFNG
Silymarin,IL10
Silymarin,IL1A
Silymarin,IL1B
Silymarin,IL1RN
Silymarin,IL6
Silymarin,KEAP1
Silymarin,MAPK1
Silymarin,MAPK3
Silymarin,MAPK8
Silymarin,MAPK9
Silymarin,MGMT
Silymarin,MPO
Silymarin,NCF1
Silymarin,NFE2L2
Silymarin,NFKBIA
Silymarin,NOS2
Silymarin,NQO1
Silymarin,PARP1
Silymarin,PCNA
Silymarin,PTGS2
Silymarin,RELA
Silymarin,S100B
Silymarin,TGFB1
Silymarin,TH
Silymarin,TNF
Silymarin,TNNI3
Silymarin,UGT1A
Silymarin,UGT1A1
Silymarin,UGT1A6
Silymarin,XIAP
Simvastatin,ABCA1
Simvastatin,ABCB1
Simvastatin,ABCB11
Simvastatin,ABCC2
Simvastatin,ABCC3
Simvastatin,ACTA2
Simvastatin,ADIPOQ
Simvastatin,ADRB1
Simvastatin,AGER
Simvastatin,AGT
Simvastatin,AKT1
Simvastatin,ANGPT1
Simvastatin,ANGPT2
Simvastatin,ANXA1
Simvastatin,ANXA3
Simvastatin,APMAP
Simvastatin,APOA1
Simvastatin,APOA4
Simvastatin,APOB
Simvastatin,APOE
Simvastatin,APOM
Simvastatin,APP
Simvastatin,ATF2
Simvastatin,ATF6
Simvastatin,ATM
Simvastatin,ATP2A2
Simvastatin,BAD
Simvastatin,BAX
Simvastatin,BBC3
Simvastatin,BCL2
Simvastatin,BCL2L1
Simvastatin,BGLAP
Simvastatin,BIRC2
Simvastatin,BIRC3
Simvastatin,BIRC5
Simvastatin,BMP2
Simvastatin,BMPR2
Simvastatin,CACNA1C
Simvastatin,CACNA1H
Simvastatin,CALB2
Simvastatin,CALD1
Simvastatin,CAPZA1
Simvastatin,CAPZA2
Simvastatin,CASP1
Simvastatin,CASP12
Simvastatin,CASP3
Simvastatin,CASP6
Simvastatin,CASP7
Simvastatin,CASP8
Simvastatin,CASP9
Simvastatin,CAT
Simvastatin,CAV1
Simvastatin,CAV2
Simvastatin,CBS
Simvastatin,CCL2
Simvastatin,CCL5
Simvastatin,CCND1
Simvastatin,CCR2
Simvastatin,CCR5
Simvastatin,CD40
Simvastatin,CD40LG
Simvastatin,CD44
Simvastatin,CD83
Simvastatin,CD86
Simvastatin,CDC25B
Simvastatin,CDC42
Simvastatin,CDH5
Simvastatin,CDK1
Simvastatin,CDK2
Simvastatin,CDK4
Simvastatin,CDKN1A
Simvastatin,CDKN1B
Simvastatin,CDKN2A
Simvastatin,CDKN2D
Simvastatin,CETP
Simvastatin,CFLAR
Simvastatin,CHAT
Simvastatin,CHUK
Simvastatin,CIITA
Simvastatin,CKM
Simvastatin,CLCN3
Simvastatin,CORO1A
Simvastatin,CREB1
Simvastatin,CRP
Simvastatin,CTGF
Simvastatin,CTNNB1
Simvastatin,CTSS
Simvastatin,CTTN
Simvastatin,CXCL1
Simvastatin,CXCL10
Simvastatin,CXCL2
Simvastatin,CXCL8
Simvastatin,CYP2C8
Simvastatin,CYP3A4
Simvastatin,DGAT1
Simvastatin,DHCR24
Simvastatin,DIABLO
Simvastatin,DNM1L
Simvastatin,DRD1
Simvastatin,DRD2
Simvastatin,DUSP1
Simvastatin,EDN1
Simvastatin,EDNRA
Simvastatin,EGFR
Simvastatin,EGR1
Simvastatin,EIF4EBP1
Simvastatin,ENO1
Simvastatin,ENTPD1
Simvastatin,EPO
Simvastatin,EPOR
Simvastatin,F2
Simvastatin,F3
Simvastatin,FDFT1
Simvastatin,FLOT1
Simvastatin,FLT1
Simvastatin,FOS
Simvastatin,FOSB
Simvastatin,FOSL1
Simvastatin,FOSL2
Simvastatin,FOXO1
Simvastatin,FOXO3
Simvastatin,GATA6
Simvastatin,GDI2
Simvastatin,GJA1
Simvastatin,GSK3B
Simvastatin,GSTP1
Simvastatin,H2AFX
Simvastatin,HIF1A
Simvastatin,HLA-DRA
Simvastatin,HMGCR
Simvastatin,HMOX1
Simvastatin,HRAS
Simvastatin,HSF1
Simvastatin,HSP90AA1
Simvastatin,HSPA4
Simvastatin,HSPA5
Simvastatin,HSPA8
Simvastatin,HTRA2
Simvastatin,ICAM1
Simvastatin,IFNG
Simvastatin,IGF1R
Simvastatin,IKBKB
Simvastatin,IL10
Simvastatin,IL12B
Simvastatin,IL13
Simvastatin,IL17A
Simvastatin,IL17F
Simvastatin,IL1B
Simvastatin,IL21
Simvastatin,IL22
Simvastatin,IL27
Simvastatin,IL2RA
Simvastatin,IL4
Simvastatin,IL6
Simvastatin,IRF4
Simvastatin,ITGAL
Simvastatin,ITGAM
Simvastatin,ITGB1
Simvastatin,ITGB2
Simvastatin,ITGB4
Simvastatin,JAK1
Simvastatin,JAK2
Simvastatin,JUN
Simvastatin,JUNB
Simvastatin,KCNH2
Simvastatin,KDR
Simvastatin,KRAS
Simvastatin,LCAT
Simvastatin,LDLR
Simvastatin,LEP
Simvastatin,LHB
Simvastatin,LPA
Simvastatin,LPL
Simvastatin,MAP1LC3B
Simvastatin,MAP3K7
Simvastatin,MAPK1
Simvastatin,MAPK14
Simvastatin,MAPK3
Simvastatin,MAPK8
Simvastatin,MAPK9
Simvastatin,MDH1
Simvastatin,MDM2
Simvastatin,MMP1
Simvastatin,MMP2
Simvastatin,MMP9
Simvastatin,MPO
Simvastatin,MRAS
Simvastatin,MTHFR
Simvastatin,MTOR
Simvastatin,MUC5AC
Simvastatin,MYH10
Simvastatin,NDRG1
Simvastatin,NFATC3
Simvastatin,NFE2L2
Simvastatin,NFKB1
Simvastatin,NFKBIA
Simvastatin,NOS2
Simvastatin,NOS3
Simvastatin,NOTCH1
Simvastatin,NPPB
Simvastatin,NR1I2
Simvastatin,NR1I3
Simvastatin,PARP1
Simvastatin,PCNA
Simvastatin,PDGFB
Simvastatin,PHB2
Simvastatin,PLA2G2A
Simvastatin,PLA2G7
Simvastatin,PLAT
Simvastatin,PMAIP1
Simvastatin,PON1
Simvastatin,PPARA
Simvastatin,PPARG
Simvastatin,PPP1R12A
Simvastatin,PPP1R14A
Simvastatin,PTEN
Simvastatin,PTGES
Simvastatin,PTGS2
Simvastatin,PTK2
Simvastatin,PXN
Simvastatin,RAC1
Simvastatin,RAC2
Simvastatin,RAC3
Simvastatin,RAF1
Simvastatin,RAP1A
Simvastatin,RASGRF1
Simvastatin,RB1
Simvastatin,RELA
Simvastatin,RETN
Simvastatin,RHOA
Simvastatin,RYR2
Simvastatin,S100A6
Simvastatin,SCARB1
Simvastatin,SELE
Simvastatin,SELP
Simvastatin,SERPINE1
Simvastatin,SLC6A4
Simvastatin,SLCO1B1
Simvastatin,SMAD1
Simvastatin,SMAD2
Simvastatin,SMAD3
Simvastatin,SMAD5
Simvastatin,SMAD9
Simvastatin,SOCS4
Simvastatin,SP7
Simvastatin,SPP1
Simvastatin,SREBF1
Simvastatin,SREBF2
Simvastatin,STAT1
Simvastatin,STAT3
Simvastatin,STAT5A
Simvastatin,STAT6
Simvastatin,STK11
Simvastatin,TAB1
Simvastatin,TEK
Simvastatin,TFRC
Simvastatin,TGFB1
Simvastatin,THBD
Simvastatin,TLR2
Simvastatin,TLR4
Simvastatin,TNF
Simvastatin,TNFRSF4
Simvastatin,TNFSF10
Simvastatin,TNFSF4
Simvastatin,TP53
Simvastatin,TPT1
Simvastatin,TYMS
Simvastatin,VASP
Simvastatin,VCAM1
Simvastatin,VCL
Simvastatin,VDAC1
Simvastatin,VEGFA
Simvastatin,VIM
Simvastatin,VWF
Simvastatin,WNT4
Simvastatin,WNT5A
Simvastatin,XBP1
Simvastatin,XIAP
Sodium Arsenite,ABCB1
Sodium Arsenite,ABCB6
Sodium Arsenite,ABCC1
Sodium Arsenite,ABCC2
Sodium Arsenite,ACHE
Sodium Arsenite,ACKR3
Sodium Arsenite,ACTA2
Sodium Arsenite,ACVR1
Sodium Arsenite,ADCY2
Sodium Arsenite,ADGRG1
Sodium Arsenite,AFP
Sodium Arsenite,AGO2
Sodium Arsenite,AGT
Sodium Arsenite,AHR
Sodium Arsenite,AKAP9
Sodium Arsenite,AKR1B1
Sodium Arsenite,AKR1C1
Sodium Arsenite,AKR1C2
Sodium Arsenite,AKT1
Sodium Arsenite,AKT2
Sodium Arsenite,ALAD
Sodium Arsenite,ALB
Sodium Arsenite,ALCAM
Sodium Arsenite,ALDOA
Sodium Arsenite,ALOX5
Sodium Arsenite,ANGPT1
Sodium Arsenite,ANKDD1A
Sodium Arsenite,ANP32E
Sodium Arsenite,ANXA1
Sodium Arsenite,ANXA5
Sodium Arsenite,AOC1
Sodium Arsenite,APAF1
Sodium Arsenite,APEX1
Sodium Arsenite,APOA4
Sodium Arsenite,APOE
Sodium Arsenite,APP
Sodium Arsenite,APRT
Sodium Arsenite,AQP9
Sodium Arsenite,ARAF
Sodium Arsenite,ARHGAP1
Sodium Arsenite,ARMCX2
Sodium Arsenite,ARNTL2
Sodium Arsenite,AS3MT
Sodium Arsenite,ASNA1
Sodium Arsenite,ASUN
Sodium Arsenite,ATF1
Sodium Arsenite,ATF2
Sodium Arsenite,ATF3
Sodium Arsenite,ATF4
Sodium Arsenite,ATF5
Sodium Arsenite,ATF6
Sodium Arsenite,ATM
Sodium Arsenite,ATP1A4
Sodium Arsenite,ATP5B
Sodium Arsenite,ATR
Sodium Arsenite,BACH1
Sodium Arsenite,BAD
Sodium Arsenite,BAX
Sodium Arsenite,BBC3
Sodium Arsenite,BCL2
Sodium Arsenite,BCL2L1
Sodium Arsenite,BCL2L11
Sodium Arsenite,BCL3
Sodium Arsenite,BECN1
Sodium Arsenite,BID
Sodium Arsenite,BIRC3
Sodium Arsenite,BIRC5
Sodium Arsenite,BLVRA
Sodium Arsenite,BMI1
Sodium Arsenite,BMP6
Sodium Arsenite,BRAF
Sodium Arsenite,BSG
Sodium Arsenite,CALM3
Sodium Arsenite,CALR
Sodium Arsenite,CAMK2A
Sodium Arsenite,CAMKK2
Sodium Arsenite,CAPN1
Sodium Arsenite,CAPN2
Sodium Arsenite,CAPRIN1
Sodium Arsenite,CARM1
Sodium Arsenite,CASP1
Sodium Arsenite,CASP12
Sodium Arsenite,CASP2
Sodium Arsenite,CASP3
Sodium Arsenite,CASP7
Sodium Arsenite,CASP8
Sodium Arsenite,CASP9
Sodium Arsenite,CAT
Sodium Arsenite,CAV1
Sodium Arsenite,CAV3
Sodium Arsenite,CBLC
Sodium Arsenite,CBS
Sodium Arsenite,CCAR1
Sodium Arsenite,CCDC18
Sodium Arsenite,CCL2
Sodium Arsenite,CCL3
Sodium Arsenite,CCNA1
Sodium Arsenite,CCNA2
Sodium Arsenite,CCNB1
Sodium Arsenite,CCND1
Sodium Arsenite,CCNE1
Sodium Arsenite,CCT8
Sodium Arsenite,CD1A
Sodium Arsenite,CD209
Sodium Arsenite,CD247
Sodium Arsenite,CD4
Sodium Arsenite,CD44
Sodium Arsenite,CD59
Sodium Arsenite,CD69
Sodium Arsenite,CD8A
Sodium Arsenite,CDC25A
Sodium Arsenite,CDC25B
Sodium Arsenite,CDC25C
Sodium Arsenite,CDC27
Sodium Arsenite,CDC42
Sodium Arsenite,CDH1
Sodium Arsenite,CDK1
Sodium Arsenite,CDK2
Sodium Arsenite,CDK4
Sodium Arsenite,CDK6
Sodium Arsenite,CDKN1A
Sodium Arsenite,CDKN1B
Sodium Arsenite,CDKN2A
Sodium Arsenite,CDX4
Sodium Arsenite,CEBPB
Sodium Arsenite,CENPA
Sodium Arsenite,CEP135
Sodium Arsenite,CEP68
Sodium Arsenite,CFTR
Sodium Arsenite,CGA
Sodium Arsenite,CHAF1A
Sodium Arsenite,CHAT
Sodium Arsenite,CHEK2
Sodium Arsenite,CHUK
Sodium Arsenite,CLDN1
Sodium Arsenite,CLDN4
Sodium Arsenite,CLDN7
Sodium Arsenite,CLTC
Sodium Arsenite,COL1A1
Sodium Arsenite,COL3A1
Sodium Arsenite,CREB1
Sodium Arsenite,CREM
Sodium Arsenite,CRP
Sodium Arsenite,CRYAB
Sodium Arsenite,CSF2
Sodium Arsenite,CSNK2A1
Sodium Arsenite,CSNK2A2
Sodium Arsenite,CSNK2B
Sodium Arsenite,CTNNB1
Sodium Arsenite,CTSB
Sodium Arsenite,CTSD
Sodium Arsenite,CTTN
Sodium Arsenite,CUL3
Sodium Arsenite,CWC22
Sodium Arsenite,CXCL2
Sodium Arsenite,CXCL8
Sodium Arsenite,CYBA
Sodium Arsenite,CYCS
Sodium Arsenite,CYP19A1
Sodium Arsenite,CYP1A1
Sodium Arsenite,CYP1A2
Sodium Arsenite,CYP2A
Sodium Arsenite,CYP2D6
Sodium Arsenite,CYP2E1
Sodium Arsenite,CYP3A4
Sodium Arsenite,DAB2IP
Sodium Arsenite,DAPK1
Sodium Arsenite,DARS
Sodium Arsenite,DDIT3
Sodium Arsenite,DDIT4
Sodium Arsenite,DDR1
Sodium Arsenite,DEF6
Sodium Arsenite,DHFR
Sodium Arsenite,DLG4
Sodium Arsenite,DMGDH
Sodium Arsenite,DMTN
Sodium Arsenite,DNAJB1
Sodium Arsenite,DNMT1
Sodium Arsenite,DNMT3A
Sodium Arsenite,DNMT3B
Sodium Arsenite,DUSP1
Sodium Arsenite,DUSP3
Sodium Arsenite,DUSP4
Sodium Arsenite,DYNLL2
Sodium Arsenite,DYSF
Sodium Arsenite,E2F1
Sodium Arsenite,E2F4
Sodium Arsenite,EAPP
Sodium Arsenite,EDNRA
Sodium Arsenite,EEF2
Sodium Arsenite,EGF
Sodium Arsenite,EGFR
Sodium Arsenite,EGR1
Sodium Arsenite,EIF2A
