drug,target
Doxorubicin,STIP1
Doxorubicin,STK26
Doxorubicin,SUCLG1
Doxorubicin,SULT1A1
Doxorubicin,SYDE1
Doxorubicin,TAF1
Doxorubicin,TBXA2R
Doxorubicin,TCF3
Doxorubicin,TCF7L2
Doxorubicin,TDG
Doxorubicin,TF
Doxorubicin,TFAM
Doxorubicin,TFAP2A
Doxorubicin,TFF3
Doxorubicin,TFPI
Doxorubicin,TFPI2
Doxorubicin,TFRC
Doxorubicin,TGFB1
Doxorubicin,TGFB1I1
Doxorubicin,TGM2
Doxorubicin,THBD
Doxorubicin,THBS1
Doxorubicin,THPO
Doxorubicin,TIMP1
Doxorubicin,TLR2
Doxorubicin,TLR4
Doxorubicin,TMEM134
Doxorubicin,TMEM14A
Doxorubicin,TMEM156
Doxorubicin,TMEM97
Doxorubicin,TMPO
Doxorubicin,TMSB4X
Doxorubicin,TNF
Doxorubicin,TNFRSF10A
Doxorubicin,TNFRSF10B
Doxorubicin,TNFRSF1A
Doxorubicin,TNFRSF1B
Doxorubicin,TNFSF10
Doxorubicin,TNNC1
Doxorubicin,TNNI3
Doxorubicin,TNNT2
Doxorubicin,TOP2A
Doxorubicin,TOP2B
Doxorubicin,TP53
Doxorubicin,TP73
Doxorubicin,TPI1
Doxorubicin,TPM1
Doxorubicin,TRIM2
Doxorubicin,TRIM28
Doxorubicin,TRIM63
Doxorubicin,TRPC1
Doxorubicin,TSC22D3
Doxorubicin,TSPAN13
Doxorubicin,TTF2
Doxorubicin,TTK
Doxorubicin,TTN
Doxorubicin,TUFM
Doxorubicin,TYMP
Doxorubicin,TYMS
Doxorubicin,UCP3
Doxorubicin,UGCG
Doxorubicin,UMOD
Doxorubicin,UQCRB
Doxorubicin,UQCRFS1
Doxorubicin,URI1
Doxorubicin,VCAN
Doxorubicin,VEGFA
Doxorubicin,VEGFC
Doxorubicin,VIM
Doxorubicin,WDR61
Doxorubicin,WEE1
Doxorubicin,XDH
Doxorubicin,XIAP
Doxorubicin,XRCC3
Doxorubicin,YAP1
Doxorubicin,YIPF3
Doxorubicin,ZDHHC11
Doxorubicin,ZEB1
Doxorubicin,ZFP36L2
Doxorubicin,ZNF394
Doxorubicin,ZNRD1
Doxorubicin,ZSCAN25
Doxorubicin,ZWINT
Doxycycline,ABCB1
Doxycycline,AGT
Doxycycline,AHR
Doxycycline,ATF2
Doxycycline,BAD
Doxycycline,BAX
Doxycycline,BCL2
Doxycycline,BCL2L1
Doxycycline,CASP3
Doxycycline,CXCL8
Doxycycline,GSTP1
Doxycycline,IL1B
Doxycycline,MAPK14
Doxycycline,MMP13
Doxycycline,MMP2
Doxycycline,MMP3
Doxycycline,MMP8
Doxycycline,MMP9
Doxycycline,NOS2
Doxycycline,S1PR1
Doxycycline,SLC22A6
Doxycycline,SOD1
Doxycycline,TARDBP
Doxycycline,TNF
Econazole,CYP3A4
Econazole,GSTP1
Econazole,KCNA3
Econazole,KCNH2
Econazole,SLC22A2
Econazole,TRPM2
Eflornithine,ODC1
Ellagic acid,ALB
Ellagic acid,BCL2
Ellagic acid,CASP3
Ellagic acid,CAT
Ellagic acid,CCL2
Ellagic acid,CTSD
Ellagic acid,CXCL8
Ellagic acid,CYP1A1
Ellagic acid,CYP1B1
Ellagic acid,F12
Ellagic acid,FN1
Ellagic acid,G6PD
Ellagic acid,GPT
Ellagic acid,GSR
Ellagic acid,GUSB
Ellagic acid,HMOX1
Ellagic acid,HRAS
Ellagic acid,IL1B
Ellagic acid,IL6
Ellagic acid,JUN
Ellagic acid,MAP3K1
Ellagic acid,MGST1
Ellagic acid,MMP2
Ellagic acid,NFE2L2
Ellagic acid,NR1I3
Ellagic acid,PARG
Ellagic acid,PGD
Ellagic acid,PPARG
Ellagic acid,RECK
Ellagic acid,RELA
Ellagic acid,TGFB1
Ellagic acid,TNF
Ellagic acid,TNNT2
Emodepside,ABCB1
Erythromycin,ABCB1
Erythromycin,ABCB11
Erythromycin,CAT
Erythromycin,CD34
Erythromycin,CXCR4
Erythromycin,CYP2C9
Erythromycin,CYP3A4
Erythromycin,CYP3A5
Erythromycin,HRH1
Erythromycin,ICAM1
Erythromycin,KCNH2
Erythromycin,MLNR
Erythromycin,NFE2L2
Erythromycin,SELE
Erythromycin,SELL
Erythromycin,SLC22A7
Erythromycin,VCAM1
Etoposide,ABCB1
Etoposide,ABCC1
Etoposide,ABCC2
Etoposide,ABCC3
Etoposide,ACADM
Etoposide,ACSL3
Etoposide,AHCYL1
Etoposide,AKAP12
Etoposide,AKT1
Etoposide,ALAD
Etoposide,ALDH3A1
Etoposide,ALDOC
Etoposide,ALPP
Etoposide,ALPPL2
Etoposide,ANKRD28
Etoposide,APEX1
Etoposide,APOBEC3C
Etoposide,AR
Etoposide,AREG
Etoposide,ARL6IP5
Etoposide,ASAH1
Etoposide,ATF2
Etoposide,ATM
Etoposide,ATP1A1
Etoposide,ATP6V0A4
Etoposide,ATP7A
Etoposide,ATR
Etoposide,AVPI1
Etoposide,BACE2
Etoposide,BAG2
Etoposide,BAK1
Etoposide,BAMBI
Etoposide,BAX
Etoposide,BBC3
Etoposide,BCL2
Etoposide,BCL2L1
Etoposide,BID
Etoposide,BIK
Etoposide,BIN1
Etoposide,BIN3
Etoposide,BIRC2
Etoposide,BIRC3
Etoposide,BIRC5
Etoposide,BIRC7
Etoposide,BRCA1
Etoposide,C4ORF19
Etoposide,C5ORF22
Etoposide,C7ORF49
Etoposide,CADPS2
Etoposide,CALCA
Etoposide,CASP3
Etoposide,CASP7
Etoposide,CASP8
Etoposide,CASP9
Etoposide,CAT
Etoposide,CCL3
Etoposide,CCNA2
Etoposide,CCNB1
Etoposide,CD274
Etoposide,CD40LG
Etoposide,CD44
Etoposide,CD55
Etoposide,CD59
Etoposide,CDK2
Etoposide,CDKN1A
Etoposide,CDKN1B
Etoposide,CEBPA
Etoposide,CFLAR
Etoposide,CHEK1
Etoposide,CHEK2
Etoposide,CIAPIN1
Etoposide,CKMT1B
Etoposide,COL15A1
Etoposide,COL9A3
Etoposide,CPS1
Etoposide,CREB1
Etoposide,CREM
Etoposide,CSGALNACT1
Etoposide,CST1
Etoposide,CTH
Etoposide,CTNNB1
Etoposide,CXCL12
Etoposide,CXCL8
Etoposide,CYCS
Etoposide,CYP3A4
Etoposide,CYP3A5
Etoposide,DAB2
Etoposide,DBN1
Etoposide,DCT
Etoposide,DDIT4
Etoposide,DKK3
Etoposide,DMD
Etoposide,DNMT1
Etoposide,DNMT3B
Etoposide,DPP7
Etoposide,DUSP2
Etoposide,DUSP4
Etoposide,E2F1
Etoposide,EGF
Etoposide,EGFL8
Etoposide,EGFR
Etoposide,EMP2
Etoposide,EN2
Etoposide,EP300
Etoposide,EPB41L3
Etoposide,EPO
Etoposide,ERBB2
Etoposide,ERBB3
Etoposide,ERVFRD-1
Etoposide,ESR2
Etoposide,ESRP1
Etoposide,ETV6
Etoposide,F2R
Etoposide,FAM129A
Etoposide,FAM171A1
Etoposide,FAM46A
Etoposide,FAS
Etoposide,FBL
Etoposide,FDFT1
Etoposide,FGF2
Etoposide,FHL1
Etoposide,FOS
Etoposide,FOXF2
Etoposide,FOXO1
Etoposide,FOXO3
Etoposide,FUT8
Etoposide,FYN
Etoposide,GADD45A
Etoposide,GCLC
Etoposide,GCLM
Etoposide,GDF15
Etoposide,GJA1
Etoposide,GPM6B
Etoposide,GPR37
Etoposide,GPSM2
Etoposide,GSK3B
Etoposide,GSTM1
Etoposide,GSTM4
Etoposide,GSTP1
Etoposide,GSTT2
Etoposide,H2AFX
Etoposide,HDAC4
Etoposide,HEPH
Etoposide,HIPK2
Etoposide,HMG20B
Etoposide,HMGA2
Etoposide,HOXA5
Etoposide,HSPA2
Etoposide,HTATIP2
Etoposide,HTR4
Etoposide,IFITM1
Etoposide,IGF1R
Etoposide,IGFBP7
Etoposide,IKBKB
Etoposide,IL4
Etoposide,IL6
Etoposide,INSIG1
Etoposide,IRS2
Etoposide,ISG20
Etoposide,ITGB3
Etoposide,ITPR1
Etoposide,KCNAB2
Etoposide,KEAP1
Etoposide,KMT2A
Etoposide,KYNU
Etoposide,LANCL1
Etoposide,LCN2
Etoposide,LGALS3
Etoposide,LIMCH1
Etoposide,LIPA
Etoposide,LY6E
Etoposide,MACF1
Etoposide,MAGEA12
Etoposide,MAGEA6
Etoposide,MAGEC1
Etoposide,MAP7
Etoposide,MAPK1
Etoposide,MAPK12
Etoposide,MAPK3
Etoposide,MAPKAPK2
Etoposide,MATN2
Etoposide,MBP
Etoposide,MCL1
Etoposide,MDFIC
Etoposide,MDM2
Etoposide,MLANA
Etoposide,MLLT11
Etoposide,MMP1
Etoposide,MOCOS
Etoposide,MPO
Etoposide,MTUS1
Etoposide,MXI1
Etoposide,MYC
Etoposide,MYCN
Etoposide,NAP1L1
Etoposide,NEDD9
Etoposide,NFKBIA
Etoposide,NMT2
Etoposide,NQO1
Etoposide,NR1I2
Etoposide,NRIP1
Etoposide,NUPR1
Etoposide,OCA2
Etoposide,PARP1
Etoposide,PBK
Etoposide,PDE4B
Etoposide,PDGFC
Etoposide,PHGDH
Etoposide,PIP5K1B
Etoposide,PLP1
Etoposide,PMEL
Etoposide,PMP2
Etoposide,PMP22
Etoposide,POMZP3
Etoposide,PPM1D
Etoposide,PPP1R13L
Etoposide,PRKCD
Etoposide,PRKCZ
Etoposide,PRKDC
Etoposide,PRNP
Etoposide,PTEN
Etoposide,RAB17
Etoposide,RAB20
Etoposide,RAD52
Etoposide,RAD54L
Etoposide,RASIP1
Etoposide,RB1
Etoposide,RBM17
Etoposide,RCAN1
Etoposide,RELA
Etoposide,ROBO1
Etoposide,ROPN1
Etoposide,RPL6
Etoposide,RPS27L
Etoposide,RUNX1
Etoposide,RUNX3
Etoposide,S100P
Etoposide,SLC16A6
Etoposide,SLC22A18
Etoposide,SLC27A3
Etoposide,SLC7A5
Etoposide,SMAD2
Etoposide,SMPDL3A
Etoposide,SOD2
Etoposide,SORBS1
Etoposide,SORBS2
Etoposide,SORT1
Etoposide,SOX10
Etoposide,SP1
Etoposide,SPP1
Etoposide,SPTSSA
Etoposide,ST3GAL5
Etoposide,ST6GALNAC2
Etoposide,ST7
Etoposide,STAT1
Etoposide,TBPL1
Etoposide,TCFL5
Etoposide,TDRD3
Etoposide,TFAP2A
Etoposide,TFF3
Etoposide,TFPI
Etoposide,TFPI2
Etoposide,TGDS
Etoposide,TMC6
Etoposide,TMEM47
Etoposide,TMEM97
Etoposide,TMSB4X
Etoposide,TNFRSF1A
Etoposide,TNKS
Etoposide,TOP2A
Etoposide,TOP2B
Etoposide,TP53
Etoposide,TP73
Etoposide,TPI1
Etoposide,TPP2
Etoposide,TPT1
Etoposide,TRAF2
Etoposide,TRIB2
Etoposide,TRIM2
Etoposide,TXN2
Etoposide,TXNIP
Etoposide,TYMS
Etoposide,TYRP1
Etoposide,UBL3
Etoposide,UGT1A1
Etoposide,UGT1A3
Etoposide,UGT1A8
Etoposide,VCAM1
Etoposide,VCAN
Etoposide,VDAC1
Etoposide,VDR
Etoposide,WIF1
Etoposide,WIPI1
Etoposide,WNT3A
Etoposide,WRN
Etoposide,XAF1
Etoposide,XRCC2
Etoposide,XRCC3
Etoposide,XRCC4
Etoposide,XRCC5
Etoposide,ZDHHC11
Etoposide,ZNF32
Etoposide,ZNRD1
Febantel,KCNH2
Febantel,AR
Febantel,GMNN
Fenbendazole,AURKB
Fenbendazole,CBX5
Fenbendazole,CCL2
Fenbendazole,CDK1
Fenbendazole,CDKN1A
Fenbendazole,CDKN2A
Fenbendazole,CXCL8
Fenbendazole,CYP1A2
Fenbendazole,GSTP1
Fenbendazole,IL6R
Fenbendazole,INCENP
Fenbendazole,MAPT
Fenbendazole,MKI67
Fenbendazole,TNF
Fenbendazole,TP53
Fenbendazole,VEGFA
Fenbendazole,WEE1
Fenofibrate,A1BG
Fenofibrate,ABCA1
Fenofibrate,ABCB1
Fenofibrate,ABCB11
Fenofibrate,ACAA2
Fenofibrate,ACSL1
Fenofibrate,ADIPOQ
Fenofibrate,AKR1B10
Fenofibrate,ALB
Fenofibrate,ANXA3
Fenofibrate,APOA1
Fenofibrate,APOB
Fenofibrate,APOC3
Fenofibrate,APP
Fenofibrate,ATP2A2
Fenofibrate,BCKDK
Fenofibrate,BDH1
Fenofibrate,CASP3
Fenofibrate,CAT
Fenofibrate,CCL2
Fenofibrate,CCL5
Fenofibrate,CCND1
Fenofibrate,CD40LG
Fenofibrate,CPT2
Fenofibrate,CRAT
Fenofibrate,CRP
Fenofibrate,CX3CL1
Fenofibrate,CYP2C8
Fenofibrate,DECR1
Fenofibrate,ECH1
Fenofibrate,EDN1
Fenofibrate,ETFDH
Fenofibrate,F2
Fenofibrate,F7
Fenofibrate,FGF21
Fenofibrate,GATA4
Fenofibrate,GSTP1
Fenofibrate,HADHA
Fenofibrate,HADHB
Fenofibrate,IFNG
Fenofibrate,IL12B
Fenofibrate,IL1B
Fenofibrate,IL6
Fenofibrate,JUN
Fenofibrate,KRT18
Fenofibrate,KRT8
Fenofibrate,LPL
Fenofibrate,MITF
Fenofibrate,MKI67
Fenofibrate,MMP1
Fenofibrate,MMP2
Fenofibrate,MMP7
Fenofibrate,MMP9
Fenofibrate,NFATC4
Fenofibrate,NFE2L2
Fenofibrate,NFKB1
Fenofibrate,NFKBIA
Fenofibrate,NOS3
Fenofibrate,NR0B2
Fenofibrate,NR1H2
Fenofibrate,NR1H3
Fenofibrate,NR1I2
Fenofibrate,NR1I3
Fenofibrate,NR4A1
Fenofibrate,PCNA
Fenofibrate,PCSK9
Fenofibrate,PLA2G7
Fenofibrate,PON1
Fenofibrate,PPARA
Fenofibrate,PRKAA1
Fenofibrate,PRKAB1
Fenofibrate,PRKAG1
Fenofibrate,PSEN1
Fenofibrate,RELA
Fenofibrate,SCARB1
Fenofibrate,SEMA6B
Fenofibrate,SLC25A4
Fenofibrate,SMAD3
Fenofibrate,SMAD4
Fenofibrate,STK11
Fenofibrate,TGFB1
Fenofibrate,TNF
Fenofibrate,TYR
Fexinidazole,CYP1A2
Fexinidazole,CYP2B6
Fexinidazole,CYP2C19
Fexinidazole,CYP3A4
Fexinidazole,CYP3A5
Fexinidazole,FMO3
Fexinidazole,CYP2D6
Fexinidazole,SLCO1B1
Fexinidazole,SLCO1B3
Fexinidazole,SLC22A2
Flavone,ABCC1
Flavone,ABCG2
Flavone,AHR
Flavone,AR
Flavone,CASP3
Flavone,CEBPB
Flavone,CYP19A1
Flavone,CYP1A1
Flavone,CYP1A2
Flavone,CYP1B1
Flavone,CYP2C9
Flavone,CYP3A4
Flavone,ESR2
Flavone,ESRRA
Flavone,ESRRB
Flavone,NOS2
Flavone,PKM
Flavone,RELA
Flavone,SOCS3
Flecainide,CASP3
Flecainide,CASP7
Flecainide,HCN4
Flecainide,KCNH2
Flecainide,SCN5A
Flecainide,SLC22A1
Flecainide,SLC22A3
Flecainide,SLC22A4
Flubendazole,KCNH2
Flubendazole,AR
Flubendazole,GMNN
Flucloxacillin,ABCB11
Flucloxacillin,CRP
Flucloxacillin,HLA-B
Fluconazole,CYP2C19
Fluconazole,CYP2C9
Fluconazole,CYP3A4
Fluconazole,CYP51A1
Fluconazole,NR1I3
Fluconazole,UGT2B7
Fluorouracil,ABCB1
Fluorouracil,ABCC1
Fluorouracil,ABCC11
Fluorouracil,ABCC2
Fluorouracil,ABCC5
Fluorouracil,ABCC6
Fluorouracil,ABCG2
Fluorouracil,ACADL
Fluorouracil,ACOT13
Fluorouracil,ACOT7
Fluorouracil,ACTB
Fluorouracil,ACTC1
Fluorouracil,ADD3
Fluorouracil,ADGRG1
Fluorouracil,ADGRG6
Fluorouracil,ADGRL2
Fluorouracil,ADM
Fluorouracil,ADSS
Fluorouracil,AFP
Fluorouracil,AHNAK
Fluorouracil,AIFM1
Fluorouracil,AKR1C1
Fluorouracil,AKR1C2
Fluorouracil,AKR1C3
Fluorouracil,AKT1
Fluorouracil,AKT2
Fluorouracil,ALB
Fluorouracil,ALCAM
Fluorouracil,ALDH1A1
Fluorouracil,ALDH1A3
Fluorouracil,ALDH3A2
Fluorouracil,AMT
Fluorouracil,ANG
Fluorouracil,ANGPT1
Fluorouracil,ANGPT2
Fluorouracil,ANGPTL4
Fluorouracil,ANXA1
Fluorouracil,APBA2
Fluorouracil,APBB2
Fluorouracil,APEX1
Fluorouracil,APOBEC3C
Fluorouracil,APOC1
Fluorouracil,AQP9
Fluorouracil,ARF1
Fluorouracil,ARF3
Fluorouracil,ARFGAP1
Fluorouracil,ARID5B
Fluorouracil,ARL6IP5
Fluorouracil,ASAH1
Fluorouracil,ATF3
Fluorouracil,ATP9A
Fluorouracil,BAG3
Fluorouracil,BAK1
Fluorouracil,BARX2
Fluorouracil,BAX
Fluorouracil,BBC3
Fluorouracil,BBX
Fluorouracil,BCAR3
Fluorouracil,BCAS4
Fluorouracil,BCL2
Fluorouracil,BCL2L1
Fluorouracil,BDH1
Fluorouracil,BDNF
Fluorouracil,BEAN1
Fluorouracil,BHLHE41
Fluorouracil,BID
Fluorouracil,BIRC5
Fluorouracil,BIRC6
Fluorouracil,BIRC7
Fluorouracil,BLVRB
Fluorouracil,BUB3
Fluorouracil,C11ORF24
Fluorouracil,C6ORF25
Fluorouracil,CABYR
Fluorouracil,CALB2
Fluorouracil,CAP2
Fluorouracil,CASP1
Fluorouracil,CASP3
Fluorouracil,CASP4
Fluorouracil,CASP6
Fluorouracil,CASP7
Fluorouracil,CASP8
Fluorouracil,CASP9
Fluorouracil,CAV1
Fluorouracil,CBX1
Fluorouracil,CCNA2
Fluorouracil,CCNB1
Fluorouracil,CCNB2
Fluorouracil,CCND1
Fluorouracil,CCND2
Fluorouracil,CCND3
Fluorouracil,CCNE1
Fluorouracil,CCNG1
Fluorouracil,CD274
Fluorouracil,CD34
Fluorouracil,CD8B
Fluorouracil,CD9
Fluorouracil,CDC25C
Fluorouracil,CDC34
Fluorouracil,CDC40
Fluorouracil,CDC42EP1
Fluorouracil,CDH1
Fluorouracil,CDH5
Fluorouracil,CDK2
Fluorouracil,CDKN1A
Fluorouracil,CDKN1B
Fluorouracil,CDKN2A
Fluorouracil,CDKN2AIP
Fluorouracil,CDX2
Fluorouracil,CENPQ
Fluorouracil,CENPU
Fluorouracil,CFLAR
Fluorouracil,CHEK1
Fluorouracil,CHEK2
Fluorouracil,CHST7
Fluorouracil,CIAO1
Fluorouracil,CIDEB
Fluorouracil,CITED2
Fluorouracil,CKB
Fluorouracil,CLCN3
Fluorouracil,CLDN4
Fluorouracil,CLEC11A
Fluorouracil,CLIC1
Fluorouracil,CLTC
Fluorouracil,COCH
Fluorouracil,COL1A1
Fluorouracil,COL2A1
Fluorouracil,COL3A1
Fluorouracil,COL4A2
Fluorouracil,COL5A2
Fluorouracil,COL6A3
Fluorouracil,CPD
Fluorouracil,CPE
Fluorouracil,CPT1A
Fluorouracil,CRABP1
Fluorouracil,CRABP2
Fluorouracil,CRIM1
Fluorouracil,CRK
Fluorouracil,CSF1
Fluorouracil,CSRP1
Fluorouracil,CST7
Fluorouracil,CSTF3
Fluorouracil,CTBP2
Fluorouracil,CTSB
Fluorouracil,CTSH
Fluorouracil,CTTN
Fluorouracil,CUL4A
Fluorouracil,CUL4B
Fluorouracil,CUTC
Fluorouracil,CXCR1
Fluorouracil,CYFIP2
Fluorouracil,CYLD
Fluorouracil,CYP1A1
Fluorouracil,CYP2A6
Fluorouracil,CYP51A1
Fluorouracil,CYP51A1P2
Fluorouracil,CYR61
Fluorouracil,CYTH3
Fluorouracil,DBNDD2
Fluorouracil,DCC
Fluorouracil,DCX
Fluorouracil,DDAH2
Fluorouracil,DDB2
Fluorouracil,DDX4
Fluorouracil,DES
Fluorouracil,DIABLO
Fluorouracil,DKK1
Fluorouracil,DLG1
Fluorouracil,DNMT3B
Fluorouracil,DPAGT1
Fluorouracil,DPY19L1
Fluorouracil,DPYD
Fluorouracil,DST
Fluorouracil,DUT
Fluorouracil,EBP
Fluorouracil,ECHDC3
Fluorouracil,EDIL3
Fluorouracil,EDN1
Fluorouracil,EDNRA
Fluorouracil,EEF1A1
Fluorouracil,EFHD1
Fluorouracil,EFNB2
Fluorouracil,EGFR
Fluorouracil,EGR1
Fluorouracil,EHD2
Fluorouracil,EIF2B2
Fluorouracil,EIF3H
Fluorouracil,EIF4H
Fluorouracil,ELMO2
Fluorouracil,ELOVL5
Fluorouracil,ENAH
Fluorouracil,ENOSF1
Fluorouracil,EOMES
Fluorouracil,EPHX1
Fluorouracil,EPO
Fluorouracil,EPOR
Fluorouracil,ERAS
Fluorouracil,ERBB2
Fluorouracil,ERBB3
Fluorouracil,ERCC1
Fluorouracil,ERCC2
Fluorouracil,ERP29
Fluorouracil,ESPL1
Fluorouracil,ETFB
Fluorouracil,EXOSC10
Fluorouracil,F12
Fluorouracil,FADS1
Fluorouracil,FAM127A
Fluorouracil,FAM171A1
Fluorouracil,FAM189B
Fluorouracil,FANCG
Fluorouracil,FANCI
Fluorouracil,FAS
Fluorouracil,FDXR
Fluorouracil,FGD6
Fluorouracil,FGF4
Fluorouracil,FGF5
Fluorouracil,FGF7
Fluorouracil,FGFR2
Fluorouracil,FGG
Fluorouracil,FHL2
Fluorouracil,FILIP1L
Fluorouracil,FKBP11
Fluorouracil,FKBP1B
Fluorouracil,FLRT2
Fluorouracil,FLT1
Fluorouracil,FN1
Fluorouracil,FNBP1
Fluorouracil,FNDC3B
Fluorouracil,FOXA2
Fluorouracil,FOXD3
Fluorouracil,FOXN3
Fluorouracil,FPGS
Fluorouracil,FTLP3
Fluorouracil,FUT1
Fluorouracil,FYN
Fluorouracil,FZD2
Fluorouracil,G0S2
Fluorouracil,GABRB3
Fluorouracil,GADD45A
Fluorouracil,GADD45B
Fluorouracil,GAL
Fluorouracil,GALNT3
Fluorouracil,GAMT
Fluorouracil,GAPDH
Fluorouracil,GAST
Fluorouracil,GATA4
Fluorouracil,GATA6
Fluorouracil,GCLM
Fluorouracil,GDF15
Fluorouracil,GDF3
Fluorouracil,GFAP
Fluorouracil,GINS1
Fluorouracil,GJA1
Fluorouracil,GLA
Fluorouracil,GLI1
Fluorouracil,GNE
Fluorouracil,GPR35
Fluorouracil,GRB7
Fluorouracil,GSTA4
Fluorouracil,GSTP1
Fluorouracil,GSTT1
Fluorouracil,GTPBP4
Fluorouracil,HACD1
Fluorouracil,HBE1
Fluorouracil,HBZ
Fluorouracil,HDAC1
Fluorouracil,HDAC2
Fluorouracil,HES1
Fluorouracil,HIC2
Fluorouracil,HIF1A
Fluorouracil,HINT1
Fluorouracil,HIST1H1D
Fluorouracil,HIST1H2BK
Fluorouracil,HK2
Fluorouracil,HMCES
Fluorouracil,HNRNPC
Fluorouracil,HOXC11
Fluorouracil,HSPA1B
Fluorouracil,HSPA2
Fluorouracil,HSPA4
Fluorouracil,HSPA8
Fluorouracil,HSPB1
Fluorouracil,HSPB2
Fluorouracil,HTATIP2
Fluorouracil,HTRA1
Fluorouracil,IAPP
Fluorouracil,ID2
Fluorouracil,ID2B
Fluorouracil,IDI1
Fluorouracil,IFI6
Fluorouracil,IFITM1
Fluorouracil,IFITM2
Fluorouracil,IFNA1
Fluorouracil,IFNAR1
Fluorouracil,IFNAR2
Fluorouracil,IFNB1
Fluorouracil,IFNG
Fluorouracil,IGF1R
Fluorouracil,IGFBP2
Fluorouracil,IGFBP6
Fluorouracil,IL12B
Fluorouracil,IL18
Fluorouracil,IL1B
Fluorouracil,IL1RN
Fluorouracil,IL27RA
Fluorouracil,ISL1
Fluorouracil,ITGAV
Fluorouracil,ITSN1
Fluorouracil,KANSL1
Fluorouracil,KCNA5
Fluorouracil,KEAP1
Fluorouracil,KHK
Fluorouracil,KIF2C
Fluorouracil,KIT
Fluorouracil,KLHL7
Fluorouracil,KLHL9
Fluorouracil,KLK6
Fluorouracil,KMT2E
Fluorouracil,KRAS
Fluorouracil,KRT1
Fluorouracil,KRT18
Fluorouracil,KRT5
Fluorouracil,KRT86
Fluorouracil,L1CAM
Fluorouracil,LAMA1
Fluorouracil,LAMB1
Fluorouracil,LAMC1
Fluorouracil,LARP4B
Fluorouracil,LASP1
Fluorouracil,LDHB
Fluorouracil,LEFTY1
Fluorouracil,LEFTY2
Fluorouracil,LGALS3
Fluorouracil,LGALS3BP
Fluorouracil,LGALS7
Fluorouracil,LIFR
Fluorouracil,LIG1
Fluorouracil,LIMK2
Fluorouracil,LMNA
Fluorouracil,LPXN
Fluorouracil,LSS
Fluorouracil,LXN
Fluorouracil,LY6G6C
Fluorouracil,LY6G6D
Fluorouracil,M6PR
Fluorouracil,MAD2L2
Fluorouracil,MAFF
Fluorouracil,MAGEA12
Fluorouracil,MAGEA2
Fluorouracil,MAGEA4
Fluorouracil,MAGEA6
Fluorouracil,MAGEB2
Fluorouracil,MAGED1
Fluorouracil,MAGED4B
Fluorouracil,MALAT1
Fluorouracil,MAP1LC3B
Fluorouracil,MAP2K1
Fluorouracil,MAP2K2
Fluorouracil,MAPK1
Fluorouracil,MAPK13
Fluorouracil,MAPK3
Fluorouracil,MARCKS
Fluorouracil,MBD4
Fluorouracil,MBP
Fluorouracil,MCCC2
Fluorouracil,MCL1
Fluorouracil,MCM2
Fluorouracil,MCM7
Fluorouracil,MDFI
Fluorouracil,MDM2
Fluorouracil,MELK
Fluorouracil,MGAT2
Fluorouracil,MGMT
Fluorouracil,MICA
Fluorouracil,MICB
Fluorouracil,MKI67
Fluorouracil,MLH1
Fluorouracil,MLLT11
Fluorouracil,MNX1
Fluorouracil,MPC2
Fluorouracil,MPRIP
Fluorouracil,MSH2
Fluorouracil,MSX2
Fluorouracil,MT1E
Fluorouracil,MT1M
Fluorouracil,MTHFR
Fluorouracil,MVP
Fluorouracil,MXI1
Fluorouracil,MYB
Fluorouracil,MYBL2
Fluorouracil,MYC
Fluorouracil,MYF5
Fluorouracil,MYL9
Fluorouracil,MYO1E
Fluorouracil,MYO6
Fluorouracil,MYOD1
Fluorouracil,MYOF
Fluorouracil,NANOG
Fluorouracil,NCOR1
Fluorouracil,NDUFA10
Fluorouracil,NEDD4
Fluorouracil,NES
Fluorouracil,NETO2
Fluorouracil,NEUROD1
Fluorouracil,NFE2L2
Fluorouracil,NFKB1
Fluorouracil,NFKBIA
Fluorouracil,NME1
Fluorouracil,NME4
Fluorouracil,NODAL
Fluorouracil,NOG
Fluorouracil,NOS2
Fluorouracil,NPPA
Fluorouracil,NR5A2
Fluorouracil,NR6A1
Fluorouracil,NRG1
Fluorouracil,NRP1
Fluorouracil,NT5C1A
Fluorouracil,NTRK2
Fluorouracil,NTS
Fluorouracil,NTSR1
Fluorouracil,NUCKS1
Fluorouracil,OGFRL1
Fluorouracil,OLFM1
Fluorouracil,OLIG2
Fluorouracil,OPTN
Fluorouracil,OXCT1
Fluorouracil,PARD3
Fluorouracil,PARP1
Fluorouracil,PAX6
Fluorouracil,PBX3
Fluorouracil,PCDHA5
Fluorouracil,PCNA
Fluorouracil,PCOLCE2
Fluorouracil,PDAP1
Fluorouracil,PDF
Fluorouracil,PDLIM5
Fluorouracil,PECAM1
Fluorouracil,PEG10
Fluorouracil,PFN2
Fluorouracil,PHYH
Fluorouracil,PIR
Fluorouracil,PISD
Fluorouracil,PLA2G4A
Fluorouracil,PLCG1
Fluorouracil,PLEKHO1
Fluorouracil,PLIN2
Fluorouracil,PLIN3
Fluorouracil,PLK1
Fluorouracil,PLK3
Fluorouracil,PLOD2
Fluorouracil,PLP2
Fluorouracil,PLSCR1
Fluorouracil,PMAIP1
Fluorouracil,PNMA2
Fluorouracil,PNP
Fluorouracil,PODXL
Fluorouracil,POLA2
Fluorouracil,POLE2
Fluorouracil,POLG
Fluorouracil,POSTN
Fluorouracil,POU5F1
